time,lat,lon,alt,heading,glitch_x,glitch_y,event
1784908863.8586302,-35.3618373,149.1635657,11.224,317.22,0,0,
1784908864.109954,-35.3618295,149.1635459,11.246,316.18,0,0,
1784908864.3568103,-35.3618215,149.163526,11.269,314.55,0,0,
1784908864.607879,-35.3618128,149.1635063,11.293,312.85,0,0,
1784908864.8586633,-35.3618028,149.1634869,11.319,312.11,0,0,
1784908865.1091235,-35.3617915,149.1634683,11.347,312.5,0,0,
1784908865.3597581,-35.361779,149.1634501,11.374,312.84,0,0,
1784908865.610773,-35.3617653,149.1634323,11.4,313.86,0,0,
1784908865.8555243,-35.3617508,149.1634147,11.425,315.56,0,0,
1784908866.106453,-35.3617359,149.1633969,11.449,316.23,0,0,
1784908866.357189,-35.3617207,149.1633788,11.473,316.14,0,0,
1784908866.60798,-35.3617055,149.1633604,11.499,315.76,0,0,
1784908866.8587432,-35.3616902,149.1633419,11.524,315.57,0,0,
1784908867.1096475,-35.3616749,149.1633233,11.55,315.55,0,0,
1784908867.3600297,-35.3616594,149.1633045,11.575,315.52,0,0,
1784908867.6109817,-35.3616437,149.1632856,11.601,315.48,0,0,
1784908867.855912,-35.3616281,149.1632666,11.627,315.46,0,0,
1784908868.1067414,-35.3616123,149.1632476,11.652,315.46,0,0,
1784908868.3574684,-35.3615965,149.1632286,11.677,315.47,0,0,
1784908868.6091871,-35.3615807,149.1632095,11.703,315.47,0,0,
1784908868.8588648,-35.3615648,149.1631905,11.728,315.49,0,0,
1784908869.1097302,-35.361549,149.1631715,11.753,315.51,0,0,
1784908869.3556638,-35.3615332,149.1631524,11.778,315.52,0,0,
1784908869.6064441,-35.3615172,149.1631332,11.803,315.52,0,0,
1784908869.8570125,-35.3615013,149.1631142,11.829,315.54,0,0,
1784908870.1075563,-35.3614854,149.163095,11.854,315.54,0,0,
1784908870.3590472,-35.3614694,149.1630759,11.88,315.53,0,0,
1784908870.6104999,-35.3614535,149.1630567,11.906,315.54,0,0,
1784908870.8602333,-35.3614375,149.1630375,11.932,315.54,0,0,
1784908871.106066,-35.3614216,149.1630184,11.958,315.54,0,0,
1784908871.3564997,-35.3614058,149.1629993,11.983,315.54,0,0,
1784908871.6057878,-35.3613899,149.1629802,12.009,315.53,0,0,
1784908871.8566117,-35.3613739,149.1629609,12.034,315.53,0,0,
1784908872.1073089,-35.361358,149.1629417,12.06,315.53,0,0,
1784908872.357976,-35.3613421,149.1629225,12.085,315.53,0,0,
1784908872.6086519,-35.3613261,149.1629033,12.111,315.53,0,0,
